pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
2cx_vs_plain	953	50	49	48	-1	98.0	96.0	-0.010165471583604813	-0.04495472088456154
2cx_vs_plain	181	50	45	44	-1	90.0	88.0	-0.009637255221605301	-0.07480818033218384
2cx_vs_plain	728	50	32	31	-1	64.0	62.0	-0.009157363325357437	-0.055381566286087036
2cx_vs_plain	152	50	42	41	-1	84.0	82.0	-0.009141180664300919	-0.16112922132015228
2cx_vs_plain	706	50	32	31	-1	64.0	62.0	-0.009071546606719494	-0.1877181977033615
2cx_vs_plain	288	50	41	40	-1	82.0	80.0	-0.009020797908306122	-0.07103854417800903
2cx_vs_plain	289	50	46	45	-1	92.0	90.0	-0.008882773108780384	-0.09134078025817871
2cx_vs_plain	703	50	40	39	-1	80.0	78.0	-0.008344211615622044	-0.06896794587373734
2cx_vs_plain	350	50	48	47	-1	96.0	94.0	-0.007860548794269562	-0.005107068922370672
2cx_vs_plain	798	50	40	39	-1	80.0	78.0	-0.007821829989552498	0.04092675819993019
2cx_vs_plain	602	50	40	39	-1	80.0	78.0	-0.007618088275194168	-0.018007822334766388
2cx_vs_plain	883	50	29	28	-1	58.0	56.0	-0.007597421295940876	-0.20370326936244965
2cx_vs_plain	935	50	37	36	-1	74.0	72.0	-0.00734594464302063	-0.04306972399353981
2cx_vs_plain	60	50	26	25	-1	52.0	50.0	-0.007337519899010658	-0.03374846279621124
2cx_vs_plain	788	50	47	46	-1	94.0	92.0	-0.007300888188183308	0.04259722679853439
2cx_vs_plain	611	50	48	47	-1	96.0	94.0	-0.007006166037172079	0.16077451407909393
2cx_vs_plain	31	50	46	45	-1	92.0	90.0	-0.00695782620459795	-0.03682243451476097
2cx_vs_plain	435	50	27	26	-1	54.0	52.0	-0.006850693374872208	-0.016523046419024467
2cx_vs_plain	327	50	45	44	-1	90.0	88.0	-0.006808731704950333	-0.10131426155567169
2cx_vs_plain	922	50	44	43	-1	88.0	86.0	-0.006763427052646875	0.01757444441318512
2cx_vs_plain	628	50	47	46	-1	94.0	92.0	-0.006576742976903915	-0.12821447849273682
2cx_vs_plain	345	50	33	32	-1	66.0	64.0	-0.006504426710307598	-0.012997951358556747
2cx_vs_plain	786	50	44	43	-1	88.0	86.0	-0.006300443783402443	-0.17879711091518402
2cx_vs_plain	755	50	46	45	-1	92.0	90.0	-0.006139001343399286	-0.1991814374923706
2cx_vs_plain	544	50	40	39	-1	80.0	78.0	-0.006046725437045097	-0.08107934147119522
2cx_vs_plain	368	50	40	39	-1	80.0	78.0	-0.005885458551347256	-0.012574596330523491
2cx_vs_plain	219	50	43	42	-1	86.0	84.0	-0.005716645624488592	0.06184300407767296
2cx_vs_plain	874	50	50	49	-1	100.0	98.0	-0.0055587273091077805	-0.2877727150917053
2cx_vs_plain	68	50	18	17	-1	36.0	34.0	-0.005347554571926594	-0.0799006000161171
2cx_vs_plain	880	50	48	47	-1	96.0	94.0	-0.004739665891975164	0.09942859411239624
2cx_vs_plain	283	50	48	47	-1	96.0	94.0	-0.0045699081383645535	-0.08135520666837692
2cx_vs_plain	37	50	45	44	-1	90.0	88.0	-0.0044623007997870445	0.01769484579563141
2cx_vs_plain	908	50	33	32	-1	66.0	64.0	-0.00434121023863554	0.06644649803638458
2cx_vs_plain	669	50	49	48	-1	98.0	96.0	-0.004307195078581572	0.1240801215171814
2cx_vs_plain	131	50	43	42	-1	86.0	84.0	-0.0040207309648394585	0.03677906095981598
2cx_vs_plain	716	50	47	46	-1	94.0	92.0	-0.0037106084637343884	-0.07415995001792908
2cx_vs_plain	59	50	34	33	-1	68.0	66.0	-0.003442370565608144	-0.03403499722480774
2cx_vs_plain	574	50	48	47	-1	96.0	94.0	-0.003417359199374914	0.041357193142175674
2cx_vs_plain	70	50	45	44	-1	90.0	88.0	-0.0032837926410138607	-0.1369447112083435
2cx_vs_plain	176	50	43	42	-1	86.0	84.0	-0.0031314357183873653	-0.057337816804647446
2cx_vs_plain	230	50	45	44	-1	90.0	88.0	-0.0029027024284005165	-0.054595690220594406
2cx_vs_plain	547	50	45	44	-1	90.0	88.0	-0.002901314524933696	0.06401285529136658
2cx_vs_plain	522	50	48	47	-1	96.0	94.0	-0.002864664187654853	0.054289285093545914
