pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
phase2w_vs_phase2s	529	50	41	40	-1	82.0	80.0	-0.002548996126279235	-0.0033830166794359684
phase2w_vs_phase2s	459	50	34	33	-1	68.0	66.0	-0.0023965968284755945	-0.0432608425617218
phase2w_vs_phase2s	695	50	39	38	-1	78.0	76.0	-0.002315937541425228	-0.048221636563539505
phase2w_vs_phase2s	825	50	42	41	-1	84.0	82.0	-0.002291640266776085	0.02398291602730751
phase2w_vs_phase2s	571	50	47	46	-1	94.0	92.0	-0.002151488559320569	0.01721384935081005
phase2w_vs_phase2s	629	50	42	41	-1	84.0	82.0	-0.002088727429509163	0.015553445555269718
phase2w_vs_phase2s	950	50	39	38	-1	78.0	76.0	-0.0019271494820713997	0.041299618780612946
phase2w_vs_phase2s	171	50	47	46	-1	94.0	92.0	-0.0017346091335639358	-0.028972521424293518
phase2w_vs_phase2s	137	50	44	43	-1	88.0	86.0	-0.001611410640180111	0.05703144893050194
phase2w_vs_phase2s	550	50	41	40	-1	82.0	80.0	-0.0014730840921401978	-0.022046241909265518
phase2w_vs_phase2s	826	50	35	34	-1	70.0	68.0	-0.0014426872367039323	0.011155996471643448
phase2w_vs_phase2s	30	50	42	41	-1	84.0	82.0	-0.0013270616764202714	-0.03698992729187012
phase2w_vs_phase2s	17	50	47	46	-1	94.0	92.0	-0.0011801519431173801	-0.021437883377075195
phase2w_vs_phase2s	563	50	46	45	-1	92.0	90.0	-0.0009515884448774159	0.010831222869455814
phase2w_vs_phase2s	344	50	49	48	-1	98.0	96.0	-0.0008860358502715826	-0.062668077647686
phase2w_vs_phase2s	34	50	38	37	-1	76.0	74.0	-0.0008727511740289629	0.04256846383213997
phase2w_vs_phase2s	964	50	41	40	-1	82.0	80.0	-0.0008425159612670541	-0.020551785826683044
phase2w_vs_phase2s	918	50	46	45	-1	92.0	90.0	-0.0006826890748925507	-0.029353609308600426
phase2w_vs_phase2s	646	50	44	43	-1	88.0	86.0	-0.0006139999604783952	0.008284606970846653
phase2w_vs_phase2s	651	50	35	34	-1	70.0	68.0	-0.0004900267813354731	-0.009886570274829865
phase2w_vs_phase2s	527	50	34	33	-1	68.0	66.0	-0.0004819859459530562	0.004733839072287083
phase2w_vs_phase2s	802	50	48	47	-1	96.0	94.0	-0.00045210361713543534	0.06474075466394424
phase2w_vs_phase2s	761	50	42	41	-1	84.0	82.0	-0.00034153045271523297	-0.0580553263425827
phase2w_vs_phase2s	817	50	34	33	-1	68.0	66.0	-0.0002837131905835122	-0.02739891968667507
phase2w_vs_phase2s	566	50	42	41	-1	84.0	82.0	-0.0001692032819846645	-0.02141786552965641
phase2w_vs_phase2s	879	50	39	38	-1	78.0	76.0	-6.116375152487308e-05	0.0296490378677845
phase2w_vs_phase2s	154	50	45	44	-1	90.0	88.0	2.4036318791331723e-05	-0.02374223619699478
phase2w_vs_phase2s	162	50	44	43	-1	88.0	86.0	8.4888786659576e-05	-0.07710259407758713
phase2w_vs_phase2s	996	50	48	47	-1	96.0	94.0	0.00027445226442068815	-0.004950232338160276
phase2w_vs_phase2s	519	50	32	31	-1	64.0	62.0	0.00031071677221916616	0.017992200329899788
phase2w_vs_phase2s	885	50	16	15	-1	32.0	30.0	0.0004385841020848602	0.04718068242073059
phase2w_vs_phase2s	673	50	24	23	-1	48.0	46.0	0.0006120192119851708	-0.04689145088195801
phase2w_vs_phase2s	64	50	34	33	-1	68.0	66.0	0.000654711271636188	-0.013337945565581322
phase2w_vs_phase2s	65	50	43	42	-1	86.0	84.0	0.000850892043672502	0.05599428340792656
phase2w_vs_phase2s	295	50	46	45	-1	92.0	90.0	0.0009262752719223499	0.025677023455500603
phase2w_vs_phase2s	331	50	47	46	-1	94.0	92.0	0.0010826088255271316	-0.00875119213014841
phase2w_vs_phase2s	474	50	40	39	-1	80.0	78.0	0.001165197347290814	0.04177553206682205
phase2w_vs_phase2s	452	50	39	38	-1	78.0	76.0	0.0016646698350086808	-0.09016800671815872
phase2w_vs_phase2s	508	50	40	39	-1	80.0	78.0	0.001712385448627174	0.017298230901360512
phase2w_vs_phase2s	851	50	38	37	-1	76.0	74.0	0.0019719325937330723	0.03594357520341873
phase2w_vs_phase2s	786	50	45	44	-1	90.0	88.0	0.002434417838230729	-0.019221773371100426
phase2w_vs_phase2s	426	50	46	45	-1	92.0	90.0	0.0025153893511742353	0.055080920457839966
phase2w_vs_phase2s	920	50	42	41	-1	84.0	82.0	0.002558792242780328	0.0982041284441948
phase2w_vs_phase2s	836	50	11	10	-1	22.0	20.0	0.0026953958440572023	-0.03619854897260666
phase2w_vs_phase2s	68	50	16	15	-1	32.0	30.0	0.0028901132754981518	-0.03568146750330925
phase2w_vs_phase2s	701	50	49	48	-1	98.0	96.0	0.0031013560947030783	0.11564008891582489
phase2w_vs_phase2s	847	50	41	40	-1	82.0	80.0	0.003301273100078106	-0.008732290007174015
phase2w_vs_phase2s	229	50	49	48	-1	98.0	96.0	0.0034086850937455893	0.024059496819972992
