pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
phase2w_vs_phase2bm_fc2actmse	855	50	39	38	-1	78.0	76.0	-0.004918207414448261	-0.02003524824976921
phase2w_vs_phase2bm_fc2actmse	506	50	39	38	-1	78.0	76.0	-0.004489917308092117	-0.025318222120404243
phase2w_vs_phase2bm_fc2actmse	158	50	32	31	-1	64.0	62.0	-0.004423490725457668	0.004605302587151527
phase2w_vs_phase2bm_fc2actmse	162	50	44	43	-1	88.0	86.0	-0.004020963795483112	-0.034484680742025375
phase2w_vs_phase2bm_fc2actmse	896	50	46	45	-1	92.0	90.0	-0.003960457164794207	-0.04112635552883148
phase2w_vs_phase2bm_fc2actmse	993	50	50	49	-1	100.0	98.0	-0.0036325741093605757	-0.022219495847821236
phase2w_vs_phase2bm_fc2actmse	186	50	40	39	-1	80.0	78.0	-0.0035701636224985123	0.03492525964975357
phase2w_vs_phase2bm_fc2actmse	943	50	38	37	-1	76.0	74.0	-0.0035468225833028555	-0.028119860216975212
phase2w_vs_phase2bm_fc2actmse	802	50	48	47	-1	96.0	94.0	-0.003237202763557434	-0.0077240560203790665
phase2w_vs_phase2bm_fc2actmse	88	50	50	49	-1	100.0	98.0	-0.0032304981723427773	0.0293977539986372
phase2w_vs_phase2bm_fc2actmse	877	50	45	44	-1	90.0	88.0	-0.003209122223779559	-0.016143713146448135
phase2w_vs_phase2bm_fc2actmse	948	50	47	46	-1	94.0	92.0	-0.0032069331500679255	-0.05212117359042168
phase2w_vs_phase2bm_fc2actmse	474	50	40	39	-1	80.0	78.0	-0.0031683542765676975	-0.015427456237375736
phase2w_vs_phase2bm_fc2actmse	229	50	49	48	-1	98.0	96.0	-0.002967601642012596	0.013531675562262535
phase2w_vs_phase2bm_fc2actmse	154	50	45	44	-1	90.0	88.0	-0.0029102200642228127	0.01862151175737381
phase2w_vs_phase2bm_fc2actmse	730	50	42	41	-1	84.0	82.0	-0.002909218892455101	-0.04098491743206978
